crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,number_of_persons_injured,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,cross_street_name,vehicle_type_code2,contributing_factor_vehicle_3,vehicle_type_code_3,contributing_factor_vehicle_4,vehicle_type_code_4,contributing_factor_vehicle_5,vehicle_type_code_5,CounDist,email
2026-05-31T00:00:00.000,23:32,,,40.699585,-73.927795,"{""latitude"": ""40.699585"", ""longitude"": ""-73.927795"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",WILLOUGHBY AVE,CENTRAL AVE,1,1,0,0,0,0,0,Turning Improperly,,4903189,,,,,,,,,,23.0,District23@council.nyc.gov
2026-05-31T00:00:00.000,5:30,QUEENS,11368.0,40.76141,-73.84461,"{""latitude"": ""40.76141"", ""longitude"": ""-73.84461"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",WHITESTONE EXPY,126 PL,1,0,0,0,0,1,0,Unspecified,Unspecified,4902662,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,,,,,,,30.0,District30@council.nyc.gov
2026-05-31T00:00:00.000,15:30,QUEENS,11365.0,40.748894,-73.784325,"{""latitude"": ""40.748894"", ""longitude"": ""-73.784325"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",195 ST,50 AVE,1,0,0,0,0,1,0,Backing Unsafely,Other Vehicular,4903484,2 dr sedan,,4 dr sedan,,,,,,,29.0,District29@council.nyc.gov
2026-05-31T00:00:00.000,21:29,QUEENS,11432.0,40.704327,-73.79771,"{""latitude"": ""40.704327"", ""longitude"": ""-73.79771"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",162 ST,JAMAICA AVE,4,0,0,0,0,4,0,Unspecified,Unspecified,4902968,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,,,,,,,4.0,KPowers@council.nyc.gov
2026-05-31T00:00:00.000,14:26,BROOKLYN,11223.0,40.595566,-73.966446,"{""latitude"": ""40.595566"", ""longitude"": ""-73.966446"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",AVENUE V,E 5 ST,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902826,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,,,,,,,33.0,District33@council.nyc.gov
2026-05-31T00:00:00.000,17:05,QUEENS,11101.0,40.751602,-73.93383,"{""latitude"": ""40.751602"", ""longitude"": ""-73.93383"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",40 AVE,31 ST,1,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4903310,Station Wagon/Sport Utility Vehicle,,BICY,,,,,,,48.0,IVernikov@council.nyc.gov
2026-05-31T00:00:00.000,4:10,QUEENS,11373.0,40.74289,-73.88283,"{""latitude"": ""40.74289"", ""longitude"": ""-73.88283"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BROADWAY,82 ST,4,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,4903575,4 dr sedan,,4 dr sedan,Unspecified,,,,,,9.0,district9@council.nyc.gov
2026-05-31T00:00:00.000,23:00,,,40.72857,-73.858086,"{""latitude"": ""40.72857"", ""longitude"": ""-73.858086"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",QUEENS BLVD,65 RD,1,0,0,0,0,1,0,Unspecified,Unspecified,4903060,4 dr sedan,,MOPD,,,,,,,26.0,district26@council.nyc.gov
2026-05-31T00:00:00.000,15:03,BROOKLYN,11235.0,40.58153,-73.961945,"{""latitude"": ""40.58153"", ""longitude"": ""-73.961945"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",NEPTUNE AVE,BRIGHTON 7 ST,1,0,0,0,0,1,0,Unspecified,Unspecified,4903126,4 dr sedan,,Pick-up Truck,,,,,,,34.0,District34@council.nyc.gov
2026-05-31T00:00:00.000,12:00,BROOKLYN,11249.0,40.699654,-73.958275,"{""latitude"": ""40.699654"", ""longitude"": ""-73.958275"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903260,Station Wagon/Sport Utility Vehicle,77        WALLABOUT ST,,,,,,,,17.0,salamanca@council.nyc.gov
2026-05-31T00:00:00.000,6:58,MANHATTAN,10065.0,40.764107,-73.96681,"{""latitude"": ""40.764107"", ""longitude"": ""-73.96681"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",LEXINGTON AVE,E 62 ST,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902864,POLI,,Station Wagon/Sport Utility Vehicle,,,,,,,14.0,District14@council.nyc.gov
2026-05-31T00:00:00.000,6:50,BROOKLYN,11213.0,40.670887,-73.93649,"{""latitude"": ""40.670887"", ""longitude"": ""-73.93649"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ST JOHNS PL,TROY AVE,1,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4902922,4 dr sedan,,4 dr sedan,Unspecified,Van,,,,,21.0,district21@council.nyc.gov
2026-05-31T00:00:00.000,10:00,QUEENS,11361.0,40.768284,-73.787575,"{""latitude"": ""40.768284"", ""longitude"": ""-73.787575"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",201 ST,33 AVE,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902756,4 dr sedan,,,,,,,,,45.0,District45@council.nyc.gov
2026-05-31T00:00:00.000,14:30,MANHATTAN,10036.0,40.762024,-74.00115,"{""latitude"": ""40.762024"", ""longitude"": ""-74.00115"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",W 42 ST,12 AVE,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4903286,4 dr sedan,,,,,,,,,1.0,District1@council.nyc.gov
2026-05-31T00:00:00.000,22:00,,,40.788628,-73.789665,"{""latitude"": ""40.788628"", ""longitude"": ""-73.789665"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",CROSS ISLAND PARKWAY,,1,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4903008,Station Wagon/Sport Utility Vehicle,,4 dr sedan,,,,,,,45.0,District45@council.nyc.gov
2026-05-31T00:00:00.000,18:18,QUEENS,11432.0,40.725956,-73.78831,"{""latitude"": ""40.725956"", ""longitude"": ""-73.78831"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",SURREY PL,80 RD,3,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,4902933,4 dr sedan,,4 dr sedan,,,,,,,25.0,District25@council.nyc.gov
2026-05-31T00:00:00.000,18:30,BRONX,10465.0,40.823418,-73.83652,"{""latitude"": ""40.823418"", ""longitude"": ""-73.83652"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4903200,4 dr sedan,815       HUTCHINSON RIVER PKWY,Motorcycle,,,,,,,27.0,District27@council.nyc.gov
2026-05-31T00:00:00.000,10:32,QUEENS,11373.0,40.743755,-73.87925,"{""latitude"": ""40.743755"", ""longitude"": ""-73.87925"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ELMHURST AVE,JUDGE ST,0,0,0,0,0,0,0,Unspecified,,4903030,Station Wagon/Sport Utility Vehicle,,,,,,,,,9.0,district9@council.nyc.gov
2026-05-31T00:00:00.000,1:00,QUEENS,11420.0,40.677505,-73.817856,"{""latitude"": ""40.677505"", ""longitude"": ""-73.817856"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",121 ST,115 AVE,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4902614,POLI,,POLI,,,,,,,50.0,DCarr@council.nyc.gov
2026-05-31T00:00:00.000,22:50,,,40.800438,-73.96571,"{""latitude"": ""40.800438"", ""longitude"": ""-73.96571"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",W 106 ST,,1,1,0,0,0,0,0,Turning Improperly,,4902987,4 dr sedan,,,,,,,,,3.0,District3@council.nyc.gov
2026-05-31T00:00:00.000,19:45,STATEN ISLAND,10307.0,40.51482,-74.24676,"{""latitude"": ""40.51482"", ""longitude"": ""-74.24676"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903084,2 dr sedan,80        MEAGAN LOOP,,,,,,,,8.0,District8@council.nyc.gov
2026-05-31T00:00:00.000,6:15,MANHATTAN,10031.0,40.827152,-73.9462,"{""latitude"": ""40.827152"", ""longitude"": ""-73.9462"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",W 148 ST,AMSTERDAM AVE,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4902678,Taxi,,Sedan,,,,,,,3.0,District3@council.nyc.gov
2026-05-31T00:00:00.000,22:00,QUEENS,11365.0,40.744072,-73.78352,"{""latitude"": ""40.744072"", ""longitude"": ""-73.78352"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",UNDERHILL AVE,194 ST,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4903111,UN/C,,Station Wagon/Sport Utility Vehicle,,,,,,,29.0,District29@council.nyc.gov
2026-05-31T00:00:00.000,8:37,BROOKLYN,11219.0,40.63545,-73.99885,"{""latitude"": ""40.63545"", ""longitude"": ""-73.99885"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",11 AVE,53 ST,0,0,0,0,0,0,0,Unspecified,Unspecified,4902715,4 dr sedan,,Station Wagon/Sport Utility Vehicle,,,,,,,33.0,District33@council.nyc.gov
2026-05-31T00:00:00.000,14:40,BROOKLYN,11217.0,40.68405,-73.977455,"{""latitude"": ""40.68405"", ""longitude"": ""-73.977455"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ATLANTIC AVE,FLATBUSH AVE,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4902912,4 dr sedan,,4 dr sedan,,,,,,,21.0,district21@council.nyc.gov
2026-05-31T00:00:00.000,23:04,,,40.737152,-73.93082,"{""latitude"": ""40.737152"", ""longitude"": ""-73.93082"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",GREENPOINT AVE,BORDEN AVE,1,0,0,0,0,1,0,Driver Inexperience,Unspecified,4903229,UN/T,,2 dr sedan,,,,,,,48.0,IVernikov@council.nyc.gov
2026-05-31T00:00:00.000,10:50,BROOKLYN,11213.0,40.671467,-73.94423,"{""latitude"": ""40.671467"", ""longitude"": ""-73.94423"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,0,0,1,0,0,0,Unspecified,Unspecified,4902846,4 dr sedan,1025      ST JOHNS PL,BICY,,,,,,,21.0,district21@council.nyc.gov
2026-05-31T00:00:00.000,4:00,MANHATTAN,10017.0,40.753242,-73.96661,"{""latitude"": ""40.753242"", ""longitude"": ""-73.96661"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",E 49 ST,1 AVE,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902770,UN/C,,4 dr sedan,Unspecified,,,,,,14.0,District14@council.nyc.gov
2026-05-31T00:00:00.000,13:20,BRONX,10458.0,40.85681,-73.89817,"{""latitude"": ""40.85681"", ""longitude"": ""-73.89817"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",E 183 ST,VALENTINE AVE,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902837,4 dr sedan,,4 dr sedan,,,,,,,31.0,District31@council.nyc.gov
2026-05-31T00:00:00.000,12:00,,,40.765125,-73.952126,"{""latitude"": ""40.765125"", ""longitude"": ""-73.952126"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",FDR DRIVE,,0,0,0,0,0,0,0,Oversized Vehicle,,4902772,School Bus,,,,,,,,,16.0,District16@council.nyc.gov
2026-05-31T00:00:00.000,15:55,BROOKLYN,11211.0,40.70195,-73.95869,"{""latitude"": ""40.70195"", ""longitude"": ""-73.95869"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",PENN ST,BEDFORD AVE,1,1,0,0,0,0,0,Unspecified,,4902897,,,,,,,,,,17.0,salamanca@council.nyc.gov
2026-05-31T00:00:00.000,10:30,,,40.69078,-73.72727,"{""latitude"": ""40.69078"", ""longitude"": ""-73.72727"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",CROSS ISLAND PKWY,LINDEN BLVD,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4902738,Station Wagon/Sport Utility Vehicle,,,,,,,,,4.0,KPowers@council.nyc.gov
2026-05-31T00:00:00.000,22:15,BRONX,10473.0,40.815643,-73.86041,"{""latitude"": ""40.815643"", ""longitude"": ""-73.86041"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,4903047,4 dr sedan,511       SOUNDVIEW AVE,Motorcycle,,,,,,,44.0,District44@council.nyc.gov
2026-05-31T00:00:00.000,1:00,,,40.676487,-73.82132,"{""latitude"": ""40.676487"", ""longitude"": ""-73.82132"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",117 ST,ROCKAWAY BLVD,1,0,0,1,0,0,0,Unsafe Speed,Unspecified,4903131,Station Wagon/Sport Utility Vehicle,,BICY,,,,,,,50.0,DCarr@council.nyc.gov
2026-05-31T00:00:00.000,22:40,QUEENS,11377.0,40.740814,-73.898895,"{""latitude"": ""40.740814"", ""longitude"": ""-73.898895"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BROOKLYN QUEENS EXPY,QUEENS BLVD,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903297,4 dr sedan,,,,,,,,,48.0,IVernikov@council.nyc.gov
2026-05-31T00:00:00.000,10:00,BROOKLYN,11210.0,40.63627,-73.950226,"{""latitude"": ""40.63627"", ""longitude"": ""-73.950226"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,2,0,0,0,0,2,0,Unspecified,Unspecified,4902759,Station Wagon/Sport Utility Vehicle,2719      FARRAGUT RD,4 dr sedan,,,,,,,20.0,district20@council.nyc.gov
2026-05-31T00:00:00.000,17:24,,,40.802933,-73.91826,"{""latitude"": ""40.802933"", ""longitude"": ""-73.91826"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",E 133 ST,CYPRESS PL,1,0,0,0,0,1,0,Unspecified,Unspecified,4902856,4 dr sedan,,4 dr sedan,,,,,,,42.0,District42@council.nyc.gov
2026-05-31T00:00:00.000,16:55,MANHATTAN,10174.0,40.751923,-73.97553,"{""latitude"": ""40.751923"", ""longitude"": ""-73.97553"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4903006,Station Wagon/Sport Utility Vehicle,405       LEXINGTON AVE,School Bus,,,,,,,14.0,District14@council.nyc.gov
2026-05-31T00:00:00.000,16:26,MANHATTAN,10019.0,40.766716,-73.98288,"{""latitude"": ""40.766716"", ""longitude"": ""-73.98288"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",W 57 ST,8 AVE,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4903448,Station Wagon/Sport Utility Vehicle,,Van,,,,,,,2.0,District2@council.nyc.gov
2026-05-31T00:00:00.000,18:45,QUEENS,11369.0,40.76212,-73.86627,"{""latitude"": ""40.76212"", ""longitude"": ""-73.86627"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",HUMPHREYS ST,29 AVE,1,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4902913,Station Wagon/Sport Utility Vehicle,,ESST,,,,,,,30.0,District30@council.nyc.gov
2026-05-31T00:00:00.000,21:49,,,40.715927,-73.80889,"{""latitude"": ""40.715927"", ""longitude"": ""-73.80889"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",GRAND CENTRAL PKWY,,0,0,0,0,0,0,0,36,Unspecified,4902964,4 dr sedan,,4 dr sedan,,,,,,,25.0,District25@council.nyc.gov
2026-05-31T00:00:00.000,8:00,BRONX,10465.0,40.822826,-73.83416,"{""latitude"": ""40.822826"", ""longitude"": ""-73.83416"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,,4902793,Station Wagon/Sport Utility Vehicle,2600      LAFAYETTE AVE,,,,,,,,27.0,District27@council.nyc.gov
2026-05-31T00:00:00.000,17:37,,,40.76419,-73.94764,"{""latitude"": ""40.76419"", ""longitude"": ""-73.94764"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",MAIN ST,ROOSEVELT ISLAND BRIDGE RAMP,1,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,4903313,4 dr sedan,,4 dr sedan,,,,,,,16.0,District16@council.nyc.gov
2026-05-31T00:00:00.000,15:15,STATEN ISLAND,10309.0,40.526752,-74.20117,"{""latitude"": ""40.526752"", ""longitude"": ""-74.20117"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",AMBOY RD,FOSTER RD,1,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,4903420,Pick-up Truck,,MOPD,Unspecified,4 dr sedan,,,,,8.0,District8@council.nyc.gov
2026-05-31T00:00:00.000,10:25,,,40.862103,-73.93,"{""latitude"": ""40.862103"", ""longitude"": ""-73.93"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BROADWAY,SHERMAN AVE,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903038,4 dr sedan,,UN/C,,,,,,,36.0,District36@council.nyc.gov
2026-05-31T00:00:00.000,20:38,BROOKLYN,11235.0,40.576397,-73.96324,"{""latitude"": ""40.576397"", ""longitude"": ""-73.96324"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4903118,Station Wagon/Sport Utility Vehicle,3110      BRIGHTON 4 ST,4 dr sedan,,,,,,,34.0,District34@council.nyc.gov
2026-05-31T00:00:00.000,5:40,BRONX,10453.0,40.858692,-73.90392,"{""latitude"": ""40.858692"", ""longitude"": ""-73.90392"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4902975,AMBU,2285      JEROME AVE,,,,,,,,46.0,District46@council.nyc.gov
2026-05-31T00:00:00.000,18:59,QUEENS,11106.0,40.761456,-73.92397,"{""latitude"": ""40.761456"", ""longitude"": ""-73.92397"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4903278,Station Wagon/Sport Utility Vehicle,32-17     BROADWAY,Station Wagon/Sport Utility Vehicle,,,,,,,43.0,District43@council.nyc.gov
2026-05-31T00:00:00.000,12:59,BROOKLYN,11231.0,40.68398,-74.00186,"{""latitude"": ""40.68398"", ""longitude"": ""-74.00186"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inexperience,4902919,4 dr sedan,142       UNION ST,,,,,,,,13.0,District13@council.nyc.gov
2026-05-31T00:00:00.000,23:43,QUEENS,11385.0,40.70019,-73.9056,"{""latitude"": ""40.70019"", ""longitude"": ""-73.9056"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",MYRTLE AVE,CORNELIA ST,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4903168,4 dr sedan,,Station Wagon/Sport Utility Vehicle,Unspecified,4 dr sedan,,,,,23.0,District23@council.nyc.gov
2026-05-31T00:00:00.000,15:55,BRONX,10471.0,40.90104,-73.89688,"{""latitude"": ""40.90104"", ""longitude"": ""-73.89688"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BROADWAY,W 254 ST,0,0,0,0,0,0,0,Obstruction/Debris,Obstruction/Debris,4902992,4 dr sedan,,Station Wagon/Sport Utility Vehicle,,,,,,,37.0,District37@council.nyc.gov
2026-05-31T00:00:00.000,22:51,MANHATTAN,10034.0,40.867016,-73.92311,"{""latitude"": ""40.867016"", ""longitude"": ""-73.92311"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BROADWAY,W 204 ST,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4903173,Station Wagon/Sport Utility Vehicle,,School Bus,,,,,,,36.0,District36@council.nyc.gov
2026-05-31T00:00:00.000,8:18,,,40.65705,-73.767456,"{""latitude"": ""40.65705"", ""longitude"": ""-73.767456"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",GUY R BREWER BLVD,150 AVE,0,0,0,0,0,0,0,Unspecified,Unspecified,4903086,4 dr sedan,,Station Wagon/Sport Utility Vehicle,,,,,,,51.0,District51@council.nyc.gov
2026-05-31T00:00:00.000,22:00,BROOKLYN,11201.0,40.69078,-73.99323,"{""latitude"": ""40.69078"", ""longitude"": ""-73.99323"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903488,4 dr sedan,149       STATE ST,4 dr sedan,,,,,,,17.0,salamanca@council.nyc.gov
2026-05-31T00:00:00.000,0:03,,,40.778404,-73.74727,"{""latitude"": ""40.778404"", ""longitude"": ""-73.74727"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",DOUGLAS RD,,1,0,0,0,0,1,0,Unspecified,,4902620,Station Wagon/Sport Utility Vehicle,,,,,,,,,45.0,District45@council.nyc.gov
2026-05-31T00:00:00.000,17:54,,,40.74573,-73.894615,"{""latitude"": ""40.74573"", ""longitude"": ""-73.894615"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BROOKLYN QUEENS EXPRESSWAY,,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902950,4 dr sedan,,,,,,,,,48.0,IVernikov@council.nyc.gov
2026-05-31T00:00:00.000,5:08,,,40.66929,-73.84244,"{""latitude"": ""40.66929"", ""longitude"": ""-73.84244"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",N CONDUIT AVE,CROSS BAY BLVD,3,0,0,0,0,3,0,Passing or Lane Usage Improper,,4902696,4 dr sedan,,,,,,,,,40.0,District40@council.nyc.gov
2026-05-31T00:00:00.000,17:12,QUEENS,11364.0,40.74733,-73.7558,"{""latitude"": ""40.74733"", ""longitude"": ""-73.7558"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",SPRINGFIELD BLVD,64 AVE,1,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4902918,4 dr sedan,,,,,,,,,18.0,District18@council.nyc.gov
2026-05-31T00:00:00.000,11:20,STATEN ISLAND,10304.0,40.625603,-74.075035,"{""latitude"": ""40.625603"", ""longitude"": ""-74.075035"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BAY ST,BROAD ST,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4903105,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,,,,,,,39.0,District39@council.nyc.gov
2026-05-30T00:00:00.000,14:55,MANHATTAN,10019.0,0.0,0.0,"{""latitude"": ""0.0"", ""longitude"": ""0.0"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4903441,School Bus,620       W 50 ST,,,,,,,,,
2026-05-30T00:00:00.000,8:20,,,40.805096,-73.91101,"{""latitude"": ""40.805096"", ""longitude"": ""-73.91101"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BRUCKNER EXPY,E 139 ST,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4903346,4 dr sedan,,Sedan,,,,,,,42.0,District42@council.nyc.gov
2026-05-30T00:00:00.000,17:43,,,40.631615,-74.13192,"{""latitude"": ""40.631615"", ""longitude"": ""-74.13192"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",POST AVE,SIMONSON PL,1,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,4903378,Station Wagon/Sport Utility Vehicle,,BICY,,,,,,,39.0,District39@council.nyc.gov
